,VC,Size,Internal Weight,External Weight,Quality,P-value,Min Dist,Max Dist,Total Dist,Below Thres,Taxon Prediction Score,Avg Dist,Genera,Families,Orders,Members
153,VC_273_1,4,809.7006995074788,1956.8736406073044,0.2926726702286572,1.839752919385771e-05,4.898979485566356,8.306623862918075,6,6,1.0,7.0868714909658825,1,1,1,"Clostridium~phage~CDMH1,Clostridium~phage~phiMMP01,Clostridium~phage~phiMMP03,Clostridium~virus~phiC2"
154,VC_274_0,5,71.83130079557233,109.74171814946878,0.3956055872889043,0.006808288981053273,2.23606797749979,3.605551275463989,10,10,1.0,2.928138241858768,1,1,1,"BP23_NODE_124_length_2098_cov_3_839656,BP9_NODE_11_length_1519_cov_0_273963,BeeP-11-2013_NODE_555_length_2611_cov_87_425414,BeeP-16-2013_NODE_4_length_8336_cov_219_954474,BeeP-16-2013_NODE_53_length_2061_cov_40_463710"
155,VC_275_0,4,11.350722669994141,32.98639640966504,0.2560094770614355,0.07454970856662863,2.0,2.8284271247461903,6,6,1.0,2.5008872463069856,1,1,1,"BP23_NODE_93_length_2467_cov_3_495311,BeeP-16-2013_NODE_109_length_1480_cov_4_492516,BeeP-37-2013_NODE_47_length_4141_cov_14_220719,BeeP-49-2013_NODE_160_length_2464_cov_185_129451"
156,VC_276_0,9,65.53039670092801,0,1.0,0.0,0.0,0.0,36,36,1.0,0.0,1,1,1,"BP23_NODE_1325_length_519_cov_0_160804,BP23_NODE_424_length_953_cov_0_167067,BP23_NODE_461_length_917_cov_0_910804,BeeP-25-2013_NODE_1382_length_876_cov_6_657071,BeeP-25-2013_NODE_2265_length_739_cov_7_560423,BeeP-25-2013_NODE_3077_length_673_cov_1_959732,BeeP-25-2013_NODE_3455_length_650_cov_9_303665,BeeP-44-2013_NODE_1175_length_525_cov_1_122768,BeeP-44-2013_NODE_148_length_1603_cov_2_439712"
157,VC_277_0,2,3.7224074822774953,39.265054288343826,0.0865928651972999,0.33167751348863617,2.449489742783178,2.449489742783178,1,1,1.0,2.449489742783178,1,1,1,"BP23_NODE_27_length_5842_cov_1_403076,BeeP-35-2013_NODE_436_length_2296_cov_5_680036"
158,VC_278_0,3,15.34214955315574,119.21119407127222,0.11402280418968642,0.4449991389331557,1.7320508075688772,2.449489742783178,3,3,1.0,2.1392028426172818,1,1,1,"BP27_NODE_66_length_1942_cov_1_692477,BeeP-11-2013_NODE_1327_length_1548_cov_1_885112,BeeP-35-2013_NODE_228_length_3288_cov_23_598567"
159,VC_279_0,12,6329.873155689251,10007.48422153894,0.3874477989024185,1.8378469876356647e-41,3.0,8.366600265340756,66,66,1.0,6.931406921915919,1,1,1,"Enterobacteria~phage~ST104,Enterobacteria~phage~UAB_Phi20,Salmonella~phage~103203_sal5,Salmonella~phage~118970_sal4,Salmonella~phage~SE1~(in:P22virus),Salmonella~phage~SEN22,Salmonella~phage~SPN9CC,Salmonella~phage~ST160,Salmonella~phage~epsilon34,Salmonella~phage~vB_SemP_Emek,Salmonella~virus~P22,Salmonella~virus~ST64T"
160,VC_27_0,3,294.7738598408075,0,1.0,0.0,1.4142135623730951,4.47213595499958,3,3,1.0,3.452828490790752,1,1,1,"Acidianus~bottle-shaped~virus,Acidianus~bottle-shaped~virus~2,Acidianus~bottle-shaped~virus~3"
161,VC_280_0,2,1.4491944880462349,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"BP23_NODE_182_length_1576_cov_0_826117,BeeP-11-2013_NODE_3007_length_949_cov_2_138761"
162,VC_281_0,5,81.43074218247176,283.05118990392333,0.2234150310725685,0.0007063384979438125,0.0,3.0,10,10,1.0,2.1021912431484133,1,1,1,"BP23_NODE_20_length_8375_cov_11_405864,BeeP-11-2013_NODE_1117_length_1715_cov_205_597070,BeeP-11-2013_NODE_585_length_2534_cov_18_272283,BeeP-11-2013_NODE_85_length_10196_cov_13_743255,BeeP-25-2013_NODE_120_length_2750_cov_24_594089"
163,VC_284_0,13,855.0104276632874,182.3717783020465,0.8242000130199449,1.4651731727459932e-20,0.0,2.449489742783178,78,78,1.0,1.4144244398743073,3,2,1,"Bdellovibrio~phage~phiMH2K,BeeP-43-2013_NODE_2_length_4729_cov_13_984308,Chimpanzee~faeces~associated~microphage~2,Chlamydia~phage~2,Chlamydia~phage~4,Chlamydia~virus~CPAR39,Gokushovirinae~Bog1183_53,Gokushovirinae~Bog5712_52,Gokushovirinae~Bog8989_22,Gokushovirinae~Fen672_31,Gokushovirinae~Fen7875_21,Guinea~pig~Chlamydia~phage,Marine~gokushovirus"
164,VC_285_0,4,11.557894456405327,34.55684575165008,0.2506334071114722,9.56006065958553e-06,0.0,0.0,6,6,1.0,0.0,1,1,1,"BP23_NODE_394_length_988_cov_0_365629,BP24_NODE_3540_length_596_cov_0_223158,BeeP-44-2013_NODE_1312_length_502_cov_2_291765,BeeP-44-2013_NODE_568_length_753_cov_4_511834"
165,VC_286_0,3,5.7789472282026635,0,1.0,1,0.0,0.0,3,3,1.0,0.0,1,1,1,"BP23_NODE_236_length_1321_cov_0_336667,BP23_NODE_348_length_1045_cov_0_321429,BP23_NODE_476_length_898_cov_0_238095"
166,VC_287_0,2,4.363360731367736,12.42472157462324,0.259908228458627,0.5,2.0,2.0,1,1,1.0,2.0,1,1,1,"BP24_NODE_174_length_1862_cov_3_390006,BeeP-11-2013_NODE_2085_length_1172_cov_3_643836"
167,VC_288_0,2,4.363360731367736,40.996506231101236,0.09619430178174922,0.10717130678691583,1.0,1.0,1,1,1.0,1.0,1,1,1,"BP46_NODE_25_length_3331_cov_1_619626,BeeP-45-2013_NODE_99_length_1298_cov_13_941032"
168,VC_289_0,4,51.86960040128127,300.5874452191241,0.14716573564298838,0.3271503765473478,1.4142135623730951,3.0,6,6,1.0,2.1927053408400363,1,1,1,"BP49_NODE_8_length_10567_cov_3_319070,BeeP-11-2013_NODE_238_length_4601_cov_8_117595,BeeP-16-2013_NODE_5_length_7169_cov_8_529893,BeeP-17-2013_NODE_58_length_2464_cov_5_214914"
169,VC_28_0,12,6767.732828569375,1380.1764239021147,0.8306097452566168,1.2562420230516905e-18,1.0,6.855654600401044,66,66,1.0,4.714975501434506,1,1,1,"Stygiolobus~rod-shaped~virus,Sulfolobus~islandicus~rod-shaped~virus~1,Sulfolobus~islandicus~rod-shaped~virus~10,Sulfolobus~islandicus~rod-shaped~virus~11,Sulfolobus~islandicus~rod-shaped~virus~2,Sulfolobus~islandicus~rod-shaped~virus~4,Sulfolobus~islandicus~rod-shaped~virus~5,Sulfolobus~islandicus~rod-shaped~virus~6,Sulfolobus~islandicus~rod-shaped~virus~7,Sulfolobus~islandicus~rod-shaped~virus~8,Sulfolobus~islandicus~rod-shaped~virus~9,Sulfolobus~islandicus~rudivirus~3"
170,VC_290_0,3,12.083479997513646,60.130067015444,0.16732982241331318,0.2293592793625111,2.449489742783178,3.1622776601683795,3,3,1.0,2.9246816877066455,1,1,1,"BP50_NODE_17_length_5105_cov_1_033909,BeeP-05-2013_NODE_171_length_1805_cov_4_501736,BeeP-11-2013_NODE_727_length_2201_cov_6_105461"
171,VC_292_0,4,168.11950435428463,210.6461641871381,0.4438615173378594,8.50468043450302e-05,2.6457513110645907,6.0,6,6,1.0,5.280915547082103,1,2,2,"BeeP-11-2013_NODE_122_length_7498_cov_7_298612,BeeP-11-2013_NODE_3_length_61196_cov_356_638901,BeeP-35-2013_NODE_21_length_14827_cov_14_719051,Lactobacillus~phage~Ldl1"
172,VC_293_0,5,173.33981481212513,839.4579112310059,0.17114949052002834,1.3930651240198911e-05,5.0,8.06225774829855,10,10,1.0,7.0653728157185824,1,2,2,"Bacillus~phage~BCJA1c,BeeP-11-2013_NODE_32_length_21827_cov_13_652920,Lactobacillus~phage~LL-H,Lactobacillus~phage~phiJB,Lactobacillus~phage~phig1e"
173,VC_294_0,3,424.7379373772483,422.23023480595674,0.5014803995319136,0.002063693566799157,1.0,2.0,3,3,1.0,1.5773502691896255,1,1,1,"Oenococcus~phage~phi9805,Oenococcus~phage~phiS11,Oenococcus~phage~phiS13"
174,VC_295_0,2,1.9263157427342212,2.8983889760924697,0.399260857398684,0.23975006109347674,0.0,0.0,1,1,1.0,0.0,1,1,1,"BeeP-25-2013_NODE_938_length_1013_cov_29_814103,BeeP-49-2013_NODE_142_length_2701_cov_11_455030"
175,VC_296_0,4,55.41833519463913,194.2660600305113,0.22195353916557817,0.006676003838085748,2.0,3.1622776601683795,6,6,1.0,2.544770275407323,1,1,1,"BeeP-06-2013_NODE_39_length_3085_cov_6_438830,BeeP-16-2013_NODE_20_length_3263_cov_201_920276,BeeP-25-2013_NODE_46_length_4208_cov_136_278141,BeeP-38-2013_NODE_6_length_7660_cov_6_359356"
176,VC_297_0,25,29967.161542024907,8735.733761022295,0.7742873319264436,6.516926774373509e-164,1.4142135623730951,9.539392014169456,300,287,0.9566666666666667,7.233952484287035,6,1,1,"Citrobacter~virus~Stevie,Cronobacter~virus~Esp2949-1,Enterobacteria~phage~vB_EcoS_NBD2,Enterobacteria~phage~vB_EcoS_Rogue1,Escherichia~phage~ADB-2,Escherichia~phage~EB49,Escherichia~phage~e4/1c,Escherichia~phage~vB_EcoS_AHP42,Escherichia~phage~vB_EcoS_AHS24,Escherichia~phage~vB_EcoS_AKS96,Escherichia~phage~vB_Eco_ACG-M12,Escherichia~virus~KP26,Escherichia~virus~Rtp,Escherichia~virus~T1,Escherichia~virus~TLS,Klebsiella~phage~1513,Klebsiella~phage~KLPN1,Klebsiella~phage~KP36,Klebsiella~phage~PKP126,Klebsiella~phage~Sushi,Salmonella~phage~36,Salmonella~phage~phSE-2,Shigella~phage~pSf-1,Shigella~phage~pSf-2,Shigella~virus~Shfl1"
177,VC_298_0,2,61.18134147461153,457.36138557601856,0.11798707856264626,0.04988273776265183,7.0,7.0,1,1,1.0,7.0,1,1,1,"Klebsiella~phage~phiKO2,Yersinia~phage~PY54"
178,VC_299_0,2,1.9263157427342212,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"BP23_NODE_386_length_994_cov_0_592211,BP24_NODE_1172_length_930_cov_0_384425"
179,VC_29_0,6,1783.0221191093815,81.15945842286958,0.9564637590023252,6.11031086049872e-05,2.0,6.855654600401044,15,15,1.0,5.176027793717742,1,1,1,"Acidianus~filamentous~virus~3,Acidianus~filamentous~virus~6,Acidianus~filamentous~virus~7,Acidianus~filamentous~virus~8,Acidianus~filamentous~virus~9,Sulfolobus~islandicus~filamentous~virus"
180,VC_2_0,4,1306.1371350674196,1557.6514873253846,0.4560871304726717,1.9847829359735878e-05,3.1622776601683795,4.358898943540674,6,6,1.0,3.737501439136645,1,1,1,"Pseudomonas~phage~MP1412,Pseudomonas~phage~PAE1,Pseudomonas~virus~M6,Pseudomonas~virus~Yua"
181,VC_300_0,2,10.481610572785243,17.91203740164754,0.36915336071727967,0.034639941610601,0.0,0.0,1,1,1.0,0.0,1,1,1,"Chimpanzee~faeces~associated~microphage~1,Chimpanzee~faeces~associated~microphage~3"
182,VC_301_0,10,282.87942138512153,4.5926579694560346,0.9840239859823351,0.00044534983128140303,0.0,1.7320508075688772,45,45,1.0,1.1131286590055167,1,1,1,"Microviridae~Bog1249_12,Microviridae~Bog5275_51,Microviridae~Bog9017_22,Microviridae~Fen2266_11,Microviridae~Fen418_41,Microviridae~Fen4707_41,Microviridae~Fen685_11,Microviridae~Fen7786_21,Microviridae~Fen7895_21,Microviridae~Fen7918_21"
183,VC_303_0,2,26.550489495075087,547.8020084390397,0.046226819924305,0.04515583235507961,7.416198487095663,7.416198487095663,1,1,1.0,7.416198487095663,1,1,1,"BeeP-35-2013_NODE_3_length_42833_cov_34_126251,BeeP-35-2013_NODE_5_length_35225_cov_48_222915"
184,VC_304_0,2,49.38378356065535,223.6722658745143,0.18085584869043636,0.04663283165584918,6.082762530298219,6.082762530298219,1,1,1.0,6.082762530298219,1,1,1,"Lactobacillus~phage~PLE2,Lactobacillus~phage~iA2"
185,VC_305_0,2,1.9263157427342212,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"BP23_NODE_409_length_978_cov_0_942824,BP24_NODE_2928_length_650_cov_0_249527"
186,VC_306_0,2,1.4491944880462349,0,1.0,0.0,1.0,1.0,1,1,1.0,1.0,1,1,1,"BP23_NODE_410_length_978_cov_0_473746,BeeP-11-2013_NODE_5202_length_707_cov_2_512698"
187,VC_307_0,2,3.0064239874438794,39.07365440812649,0.07144530386046895,0.10564977366685535,3.1622776601683795,3.1622776601683795,1,1,1.0,3.1622776601683795,1,1,1,"BP23_NODE_411_length_976_cov_0_466667,BeeP-35-2013_NODE_49_length_8131_cov_11_499007"
188,VC_308_0,3,5.801521065497104,0,1.0,0.0,2.23606797749979,3.3166247903554,3,3,1.0,2.7937066308671263,1,1,1,"BP23_NODE_45_length_4029_cov_1_837001,BeeP-35-2013_NODE_471_length_2208_cov_6_659784,BeeP-37-2013_NODE_200_length_1713_cov_6_359413"
189,VC_30_0,4,621.8121104503075,223.01562297858993,0.7360223698227357,0.00023110962418751874,4.58257569495584,6.082762530298219,6,6,1.0,5.341417005257951,1,1,1,"Sulfolobus~monocaudavirus~SMV1,Sulfolobus~monocaudavirus~SMV2,Sulfolobus~monocaudavirus~SMV3,Sulfolobus~monocaudavirus~SMV4"
190,VC_310_0,2,4.266455680012433,5.330086875472587,0.44458258329442707,0.27014568730370997,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"BP23_NODE_62_length_3251_cov_1_364537,BP50_NODE_31_length_3486_cov_1_022883"
191,VC_311_0,3,13.516981023008482,481.0666458306195,0.0273300212322007,0.18679292699445454,3.0,3.3166247903554,3,3,1.0,3.1596341501745933,1,1,1,"BP23_NODE_67_length_3107_cov_0_576021,BeeP-25-2013_NODE_107_length_2923_cov_17_966268,BeeP-35-2013_NODE_25_length_13628_cov_11_213268"
192,VC_312_0,18,21279.029855244014,5038.4001050358465,0.808552730542452,5.870565475463224e-76,1.7320508075688772,4.898979485566356,153,153,1.0,3.4984494848251098,1,1,1,"Phage~MP22,Pseudomonas~phage~H70,Pseudomonas~phage~JBD24,Pseudomonas~phage~JBD30,Pseudomonas~phage~JBD5,Pseudomonas~phage~JBD69,Pseudomonas~phage~JBD88a,Pseudomonas~phage~JBD93,Pseudomonas~phage~JD024,Pseudomonas~phage~MP42,Pseudomonas~phage~MP48,Pseudomonas~phage~vB_PaeS_PAO1_Ab30,Pseudomonas~virus~D3112,Pseudomonas~virus~DMS3,Pseudomonas~virus~LPB1,Pseudomonas~virus~MP29,Pseudomonas~virus~MP38,Pseudomonas~virus~PA1KOR"
193,VC_313_0,4,673.8386421690575,2490.1544360280664,0.21297095964350773,1.8123942192552255e-05,3.605551275463989,6.0,6,6,1.0,4.716220899696346,1,1,1,"Pseudomonas~phage~B3,Pseudomonas~phage~JBD18,Pseudomonas~phage~JBD25,Pseudomonas~phage~vB_PaeS_PM105"
194,VC_314_0,4,34.15917022307724,218.00970296555118,0.1354614857541333,0.005779442765719677,1.4142135623730951,2.449489742783178,6,6,1.0,1.927312149632303,1,1,1,"BeeP-11-2013_NODE_179_length_5638_cov_10_752922,BeeP-11-2013_NODE_583_length_2537_cov_5_189431,BeeP-25-2013_NODE_36_length_5284_cov_17_769925,BeeP-25-2013_NODE_94_length_3108_cov_15_584296"
195,VC_316_0,3,2.2963289847280173,0,1.0,1,1.0,1.4142135623730951,3,3,1.0,1.1380711874576983,1,1,1,"BP23_NODE_91_length_2512_cov_6_693015,BeeP-06-2013_NODE_38_length_3105_cov_4_913474,BeeP-11-2013_NODE_1892_length_1236_cov_2_339948"
196,VC_318_0,2,15.974296957203734,17.565287333772243,0.4762819007718504,0.10564977366685535,2.0,2.0,1,1,1.0,2.0,1,1,1,"BP23_NODE_98_length_2394_cov_0_374835,BeeP-35-2013_NODE_57_length_7194_cov_9_108332"
197,VC_319_0,2,11.298404610427644,0,1.0,0.0,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"BP23_NODE_9_length_14015_cov_5_064992,BeeP-37-2013_NODE_57_length_3823_cov_4_324346"
198,VC_31_0,9,1773.1877795969635,202.37111089985794,0.8975626027280994,3.428166129866996e-07,1.0,5.916079783099616,36,36,1.0,4.316134220893161,2,1,1,"Acidianus~spindle-shaped~virus~1,Sulfolobus~spindle-shaped~virus~1,Sulfolobus~spindle-shaped~virus~2,Sulfolobus~spindle-shaped~virus~4,Sulfolobus~spindle-shaped~virus~5,Sulfolobus~spindle-shaped~virus~6,Sulfolobus~spindle-shaped~virus~7,Sulfolobus~virus~Kamchatka~1,Sulfolobus~virus~Ragged~Hills"
199,VC_320_0,2,7.785538832571572,39.849340668047844,0.16344197600983398,0.060448548418732685,8.06225774829855,8.06225774829855,1,1,1.0,8.06225774829855,1,1,1,"Rhizobium~phage~vB_RleS_L338C,Vibrio~phage~SIO-2"
200,VC_321_0,2,9.083675856532661,3.4078506495265266,0.7271870137029689,0.23975006109347674,1.4142135623730951,1.4142135623730951,1,1,1.0,1.4142135623730951,1,1,1,"BP24_NODE_180_length_1845_cov_0_498840,BP43_NODE_31_length_2005_cov_1_496285"
201,VC_322_0,2,6.26643583368768,2.8983889760924697,0.683748567348556,0.23975006109347674,0.0,0.0,1,1,1.0,0.0,1,1,1,"BP24_NODE_1852_length_784_cov_0_389140,BeeP-11-2013_NODE_1478_length_1445_cov_4_254386"
202,VC_323_0,2,4.664385765502541,31.84043863762296,0.12777450218615985,0.1223082641152739,1.0,1.0,1,1,1.0,1.0,1,1,1,"BP24_NODE_18_length_4056_cov_0_827700,BeeP-35-2013_NODE_115_length_4625_cov_13_690193"
203,VC_325_0,2,4.664385765502541,11.863440384375021,0.2822141111120711,0.12078329348448641,1.0,1.0,1,1,1.0,1.0,1,1,1,"BeeP-11-2013_NODE_335_length_3662_cov_21_033194,BeeP-11-2013_NODE_401_length_3244_cov_8_162614"
204,VC_326_0,2,1.1481644923640086,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"BP24_NODE_214_length_1755_cov_0_416769,BeeP-11-2013_NODE_2792_length_988_cov_4_825467"
205,VC_327_0,2,1.1481644923640086,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"BP24_NODE_3946_length_569_cov_0_229911,BeeP-11-2013_NODE_465_length_2956_cov_4_931226"
206,VC_328_0,5,14.474114156480073,3.0182172724735286,0.8274548315796416,0.05550855275609308,0.0,1.4142135623730951,10,10,1.0,0.7414213562373095,1,1,1,"BP24_NODE_399_length_1413_cov_0_765480,BeeP-11-2013_NODE_1110_length_1720_cov_3_443701,BeeP-11-2013_NODE_2555_length_1038_cov_4_443288,BeeP-11-2013_NODE_528_length_2699_cov_3_697178,BeeP-11-2013_NODE_976_length_1839_cov_3_946084"
207,VC_329_0,2,2.7054436096220105,0,1.0,0.0,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"BP24_NODE_3_length_9536_cov_5_340627,BeeP-37-2013_NODE_55_length_3850_cov_9_283859"
208,VC_32_0,2,101.64482390833946,52.89865460218729,0.6577102113138724,0.07375069995131636,4.69041575982343,4.69041575982343,1,1,1.0,4.69041575982343,1,1,1,"Sulfolobales~Virus~YNP2,Sulfolobales~virus~YNP1"
209,VC_330_0,3,12.71351942421338,0,1.0,0.0,1.7320508075688772,2.449489742783178,3,3,1.0,1.9711971193069775,1,1,1,"BP24_NODE_41_length_3208_cov_1_381276,BP44_NODE_19_length_2634_cov_0_952646,BeeP-32-2013_NODE_4_length_5169_cov_6_513747"
210,VC_331_0,2,1.4491944880462349,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"BP24_NODE_4427_length_541_cov_0_335714,BP24_NODE_725_length_1146_cov_0_207805"
211,VC_332_0,2,1.1481644923640086,14.995276199538315,0.07112266302312721,0.4304838866879709,1.0,1.0,1,1,1.0,1.0,1,1,1,"BP24_NODE_46_length_3073_cov_1_309621,BeeP-11-2013_NODE_6287_length_640_cov_2_039076"
212,VC_333_0,2,1.9263157427342212,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"BP24_NODE_4768_length_526_cov_0_091358,BeeP-11-2013_NODE_3637_length_853_cov_7_215206"
213,VC_334_0,2,1.4491944880462349,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"BP24_NODE_4887_length_520_cov_0_360902,BeeP-11-2013_NODE_2366_length_1088_cov_1_363996"
214,VC_335_0,2,1.4491944880462349,5.00854457041859,0.2244120542694623,0.27014568730370997,1.0,1.0,1,1,1.0,1.0,1,1,1,"BP24_NODE_5083_length_512_cov_0_378517,BeeP-11-2013_NODE_813_length_2059_cov_6_875883"
215,VC_336_0,2,11.529494440112266,8.413377128268293,0.5781260938566284,0.18554668476134878,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"BP24_NODE_62_length_2797_cov_0_728700,BP44_NODE_5_length_3908_cov_0_687087"
216,VC_337_0,2,23.353465247093677,32.242140619099395,0.42005955116849625,0.07642487633766303,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"BP24_NODE_6_length_6383_cov_1_110348,BP31_NODE_5_length_5159_cov_0_723104"
217,VC_338_0,3,479.8168747494689,92.82647576241696,0.8378982735424425,0.0031518680315343497,0.0,6.6332495807108,3,3,1.0,4.422166387140533,1,1,1,"Gordonia~phage~Gsput1,Gordonia~phage~Splinter,Gordonia~phage~Vendetta"
218,VC_339_0,2,1.4491944880462349,0,1.0,0.0,1.0,1.0,1,1,1.0,1.0,1,1,1,"BP24_NODE_953_length_1013_cov_0_254484,BeeP-11-2013_NODE_1742_length_1297_cov_3_018033"
219,VC_33_0,2,161.31313909909872,57.565946121419,0.7369965884889272,0.27014568730370997,2.0,2.0,1,1,1.0,2.0,1,1,1,"Sulfolobus~virus~STSV1,Sulfolobus~virus~STSV2"
220,VC_341_0,2,8.636512532802698,77.7100044055537,0.10002155082837198,0.10110472971391743,2.0,2.0,1,1,1.0,2.0,1,1,1,"BP26_NODE_2_length_5618_cov_0_902674,BeeP-11-2013_NODE_809_length_2064_cov_3_304479"
221,VC_342_0,2,1.1481644923640086,7.623815859128863,0.13088999819392055,0.27014568730370997,1.4142135623730951,1.4142135623730951,1,1,1.0,1.4142135623730951,1,1,1,"BP27_NODE_12_length_4472_cov_1_362445,BeeP-37-2013_NODE_128_length_2279_cov_5_075386"
222,VC_344_0,2,23.353465247093677,11.75924641649927,0.665100020495085,0.27014568730370997,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"BeeP-25-2013_NODE_63_length_3719_cov_22_826744,BeeP-37-2013_NODE_53_length_3934_cov_15_270936"
223,VC_345_0,2,3.0412158622888685,17.388686572574436,0.14886100763257107,0.12078329348448641,2.449489742783178,2.449489742783178,1,1,1.0,2.449489742783178,1,1,1,"BP27_NODE_15_length_4204_cov_2_194710,BeeP-11-2013_NODE_353_length_3564_cov_30_796960"
224,VC_346_0,2,1.9263157427342212,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"BP27_NODE_18_length_4005_cov_1_960093,BeeP-05-2013_NODE_120_length_2207_cov_3_600000"
225,VC_349_0,2,20.16380480344111,14.089085514853654,0.5886745502662428,0.23975006109347674,4.0,4.0,1,1,1.0,4.0,1,1,1,"BeeP-25-2013_NODE_16_length_8827_cov_54_463543,BeeP-37-2013_NODE_3_length_29184_cov_45_976294"
226,VC_34_0,10,4433.4311108214615,8933.358820344818,0.3316750793310803,2.8943400913811315e-30,1.0,5.477225575051661,45,45,1.0,3.7673157191889812,1,1,1,"Acinetobacter~phage~AB3,Acinetobacter~phage~Abp1,Acinetobacter~phage~Fri1,Acinetobacter~phage~IME200,Acinetobacter~phage~Petty,Acinetobacter~phage~phiAB1,Acinetobacter~phage~phiAB6,Acinetobacter~phage~vB_AbaP_Acibel007,Acinetobacter~phage~vB_AbaP_PD-6A3,Acinetobacter~phage~vB_AbaP_PD-AB9"
227,VC_350_0,3,5.7789472282026635,0,1.0,1,0.0,0.0,3,3,1.0,0.0,1,1,1,"BP27_NODE_86_length_1640_cov_0_861751,BeeP-18-2013_NODE_236_length_545_cov_1_561966,BeeP-37-2013_NODE_1598_length_561_cov_4_016529"
228,VC_351_0,2,1.9263157427342212,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"BP27_NODE_94_length_1584_cov_1_448394,BeeP-05-2013_NODE_192_length_1691_cov_1_869269"
229,VC_352_0,3,407.6213503639795,408.75805035844974,0.4993038163423377,0.003178782553985131,2.6457513110645907,4.242640687119285,3,3,1.0,3.587125114797098,1,1,1,"BP49_NODE_2_length_32306_cov_7_451888,BP50_NODE_6_length_32162_cov_68_937486,BeeP-45-2013_NODE_1_length_31866_cov_26_676051"
230,VC_354_0,2,8.223565129850616,105.19721933939796,0.07250492198879338,0.13886104195382043,4.358898943540674,4.358898943540674,1,1,1.0,4.358898943540674,1,1,1,"BeeP-11-2013_NODE_55_length_14052_cov_203_249589,BeeP-11-2013_NODE_861_length_1986_cov_15_337873"
231,VC_355_0,4,61.95532210830567,49.88527794493485,0.5539609236611079,0.019604299951243413,2.0,3.4641016151377544,6,6,1.0,2.8607118679625496,1,1,1,"BP46_NODE_13_length_5218_cov_0_724544,BeeP-35-2013_NODE_350_length_2619_cov_4_055862,BeeP-35-2013_NODE_41_length_9049_cov_11_747214,BeeP-37-2013_NODE_144_length_2085_cov_6_657371"
232,VC_356_0,3,166.1539617179886,121.61741531260506,0.577381821056944,0.0023667886653448373,6.082762530298219,7.3484692283495345,3,3,1.0,6.611451998693535,1,1,1,"Pseudomonas~phage~F10,Pseudomonas~phage~MD8,Pseudomonas~phage~phi2"
233,VC_358_0,2,2.7480409753584194,28.495765175000525,0.08795474412219936,0.4012936743170763,2.449489742783178,2.449489742783178,1,1,1.0,2.449489742783178,1,1,1,"BP49_NODE_39_length_3621_cov_1_270000,BeeP-35-2013_NODE_50_length_7977_cov_6_771519"
234,VC_359_0,2,15.20989424061777,207.40549265479007,0.06832364309015121,0.17524156525319146,3.872983346207417,3.872983346207417,1,1,1.0,3.872983346207417,1,1,1,"BP3_NODE_6_length_7258_cov_2_441782,BeeP-35-2013_NODE_71_length_5651_cov_11_405454"
235,VC_35_0,5,895.4241021856552,3162.007622609547,0.22068741088449284,3.3093745547223604e-08,1.7320508075688772,5.0990195135927845,10,10,1.0,4.224727247385099,1,1,1,"Aeromonas~phage~phiAS7,Cronobacter~phage~Dev-CD-23823,Cronobacter~phage~vB_CskP_GAP227,Yersinia~phage~phi80-18,Yersinia~phage~vB_YenP_ISAO8"
236,VC_360_0,2,10.481610572785243,2.2963289847280173,0.8202895721651926,0.23975006109347674,0.0,0.0,1,1,1.0,0.0,1,1,1,"BeeP-44-2013_NODE_22_length_3881_cov_6_913249,BeeP-45-2013_NODE_31_length_2748_cov_8_258330"
237,VC_361_0,2,1.9263157427342212,0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,1,1,1,"BP33_NODE_177_length_1205_cov_5_273985,BeeP-11-2013_NODE_2270_length_1114_cov_1979_658631"
238,VC_362_0,3,5.7789472282026635,0,1.0,1,0.0,0.0,3,3,1.0,0.0,1,1,1,"BP33_NODE_229_length_979_cov_0_428904,BP44_NODE_93_length_989_cov_0_804147,BP45_NODE_84_length_1000_cov_1_062571"
