## 1 - Complete phage contigs - category 1 (sure)
## Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_BP24_NODE_14_length_4235_cov_0_397180,7,VIRSorter_BP24_NODE_14_length_4235_cov_0_397180,7,2,,2.48930326819235,,4.14379266564342,,,
VIRSorter_BP24_NODE_154_length_1928_cov_0_811289,3,VIRSorter_BP24_NODE_154_length_1928_cov_0_811289,3,2,,2.93987201451834,,,,,
VIRSorter_BP24_NODE_174_length_1862_cov_3_390006,5,VIRSorter_BP24_NODE_174_length_1862_cov_3_390006,5,2,,2.01071095767098,,,,,
VIRSorter_BP24_NODE_180_length_1845_cov_0_498840,5,VIRSorter_BP24_NODE_180_length_1845_cov_0_498840,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BP24_NODE_201_length_1777_cov_0_458937,5,VIRSorter_BP24_NODE_201_length_1777_cov_0_458937,5,2,,3.25885887592900,,,,,
VIRSorter_BP24_NODE_21_length_3840_cov_2_635924,10,VIRSorter_BP24_NODE_21_length_3840_cov_2_635924,10,2,,3.72037209588228,,5.91970380806202,,,
VIRSorter_BP24_NODE_223_length_1722_cov_0_681449,4,VIRSorter_BP24_NODE_223_length_1722_cov_0_681449,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BP24_NODE_26_length_3589_cov_0_897636,7,VIRSorter_BP24_NODE_26_length_3589_cov_0_897636,7,2,,2.48930326819235,,4.14379266564342,,,
VIRSorter_BP24_NODE_28_length_3561_cov_1_044767,6,VIRSorter_BP24_NODE_28_length_3561_cov_1_044767,6,2,,2.81958587565650,,3.55182228483721,,,
VIRSorter_BP24_NODE_30_length_3537_cov_0_397834,5,VIRSorter_BP24_NODE_30_length_3537_cov_0_397834,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BP24_NODE_370_length_1447_cov_0_433635,4,VIRSorter_BP24_NODE_370_length_1447_cov_0_433635,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BP24_NODE_3_length_9536_cov_5_340627,12,VIRSorter_BP24_NODE_3_length_9536_cov_5_340627,12,2,,gene_3-gene_12:2.94222084549864,,gene_1-gene_11:5.73352293848458,,,
VIRSorter_BP24_NODE_40_length_3228_cov_1_202124,5,VIRSorter_BP24_NODE_40_length_3228_cov_1_202124,5,2,,4.89978669086390,,2.95985190403101,,,
VIRSorter_BP24_NODE_420_length_1389_cov_0_523659,5,VIRSorter_BP24_NODE_420_length_1389_cov_0_523659,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BP24_NODE_49_length_2972_cov_1_146966,8,VIRSorter_BP24_NODE_49_length_2972_cov_1_146966,8,2,,2.22581054573474,,4.73576304644962,,,
VIRSorter_BP24_NODE_54_length_2932_cov_1_362860,4,VIRSorter_BP24_NODE_54_length_2932_cov_1_362860,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_BP24_NODE_611_length_1219_cov_0_416211,3,VIRSorter_BP24_NODE_611_length_1219_cov_0_416211,3,2,,2.93987201451834,,,,,
VIRSorter_BP24_NODE_62_length_2797_cov_0_728700,7,VIRSorter_BP24_NODE_62_length_2797_cov_0_728700,7,2,1,,,4.14379266564342,,,
VIRSorter_BP24_NODE_6_length_6383_cov_1_110348,11,VIRSorter_BP24_NODE_6_length_6383_cov_1_110348,11,2,2,gene_1-gene_10:9.32245212700814,,6.03455293414856,,,
VIRSorter_BP24_NODE_82_length_2438_cov_0_319810,3,VIRSorter_BP24_NODE_82_length_2438_cov_0_319810,3,2,,2.93987201451834,,,,,
VIRSorter_BP25_NODE_44_length_1587_cov_0_380628,5,VIRSorter_BP25_NODE_44_length_1587_cov_0_380628,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BP26_NODE_2_length_5618_cov_0_902674,8,VIRSorter_BP26_NODE_2_length_5618_cov_0_902674,8,2,,3.27022832213243,,,,,
VIRSorter_BP27_NODE_10_length_4612_cov_1_529503,8,VIRSorter_BP27_NODE_10_length_4612_cov_1_529503,8,2,,4.51418875484781,,4.73576304644962,,,
VIRSorter_BP27_NODE_13_length_4369_cov_1_778249,11,VIRSorter_BP27_NODE_13_length_4369_cov_1_778249,11,2,,5.27218448603370,,3.33720095803181,,,
VIRSorter_BP27_NODE_20_length_3464_cov_1_303320,4,VIRSorter_BP27_NODE_20_length_3464_cov_1_303320,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BP27_NODE_23_length_3308_cov_1_118921,8,VIRSorter_BP27_NODE_23_length_3308_cov_1_118921,8,2,,5.99834991174870,,4.73576304644962,,,
VIRSorter_BP27_NODE_35_length_2560_cov_0_783108,4,VIRSorter_BP27_NODE_35_length_2560_cov_0_783108,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BP27_NODE_38_length_2467_cov_0_859761,4,VIRSorter_BP27_NODE_38_length_2467_cov_0_859761,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BP27_NODE_4_length_8560_cov_1_657424,14,VIRSorter_BP27_NODE_4_length_8560_cov_1_657424,14,2,2,gene_1-gene_12:10.58339679901768,,7.11149407223115,,,
VIRSorter_BP27_NODE_66_length_1942_cov_1_692477,5,VIRSorter_BP27_NODE_66_length_1942_cov_1_692477,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BP27_NODE_6_length_8432_cov_1_708940,8,VIRSorter_BP27_NODE_6_length_8432_cov_1_708940,8,2,,4.51418875484781,,4.73576304644962,,,
VIRSorter_BP27_NODE_7_length_6885_cov_2_187611,14,VIRSorter_BP27_NODE_7_length_6885_cov_2_187611,14,2,,5.79660046263725,,4.20229782667536,,,
VIRSorter_BP28_NODE_2_length_3013_cov_1_036653,8,VIRSorter_BP28_NODE_2_length_3013_cov_1_036653,8,2,,3.27022832213243,,4.73576304644962,,,
VIRSorter_BP28_NODE_3_length_2591_cov_1_015385,4,VIRSorter_BP28_NODE_3_length_2591_cov_1_015385,4,2,1,,,2.36788152322481,,,
VIRSorter_BP29_NODE_10_length_1989_cov_0_659529,4,VIRSorter_BP29_NODE_10_length_1989_cov_0_659529,4,2,1,,,2.36788152322481,,,
VIRSorter_BP2_NODE_1_length_19461_cov_9_569286,27,VIRSorter_BP2_NODE_1_length_19461_cov_9_569286,27,2,1,gene_1-gene_24:3.62224801043660,,7.62626564848943,,,
VIRSorter_BP2_NODE_3_length_5271_cov_5_235728,7,VIRSorter_BP2_NODE_3_length_5271_cov_5_235728,7,2,,5.07549135735669,,2.81425248153116,,,
VIRSorter_BP30_NODE_3_length_5166_cov_1_346878,11,VIRSorter_BP30_NODE_3_length_5166_cov_1_346878,11,2,2,gene_2-gene_11:4.42840285212911,,3.33720095803181,,,
VIRSorter_BP30_NODE_7_length_3568_cov_1_809109,5,VIRSorter_BP30_NODE_7_length_3568_cov_1_809109,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BP30_NODE_9_length_3503_cov_1_279420,7,VIRSorter_BP30_NODE_9_length_3503_cov_1_279420,7,2,,3.65676864270504,,4.14379266564342,,,
VIRSorter_BP31_NODE_104_length_1189_cov_0_691011,4,VIRSorter_BP31_NODE_104_length_1189_cov_0_691011,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BP31_NODE_16_length_3164_cov_1_324022,8,VIRSorter_BP31_NODE_16_length_3164_cov_1_324022,8,2,,3.27022832213243,,4.73576304644962,,,
VIRSorter_BP31_NODE_2_length_8296_cov_2_699817,12,VIRSorter_BP31_NODE_2_length_8296_cov_2_699817,12,2,4,gene_2-gene_11:5.49310672425347,,gene_2-gene_11:3.66325416501049,,,
VIRSorter_BP31_NODE_47_length_1759_cov_0_551282,4,VIRSorter_BP31_NODE_47_length_1759_cov_0_551282,4,2,,2.37333664615169,,,,,
VIRSorter_BP32_NODE_2_length_41333_cov_117_683684-circular,59,VIRSorter_BP32_NODE_2_length_41333_cov_117_683684-circular,59,2,3,gene_6-gene_58:12.56427530740752,,24.29741926260348,,,
VIRSorter_BP33_NODE_110_length_1671_cov_0_356129,3,VIRSorter_BP33_NODE_110_length_1671_cov_0_356129,3,2,,2.93987201451834,,,,,
VIRSorter_BP33_NODE_12_length_7989_cov_2_488434,13,VIRSorter_BP33_NODE_12_length_7989_cov_2_488434,13,2,,7.97506137252959,,3.85146430221244,,,
VIRSorter_BP33_NODE_19_length_6245_cov_1_955748,9,VIRSorter_BP33_NODE_19_length_6245_cov_1_955748,9,2,1,,,5.32773342725582,3.89359133625594,,
VIRSorter_BP33_NODE_3_length_28874_cov_15_162731,52,VIRSorter_BP33_NODE_3_length_28874_cov_15_162731,52,2,2,,,25.62408723229544,gene_2-gene_47:11.00368659190995,gene_1-gene_47:3.43998470817283,
VIRSorter_BP33_NODE_42_length_3200_cov_1_336798,7,VIRSorter_BP33_NODE_42_length_3200_cov_1_336798,7,2,,2.48930326819235,,4.14379266564342,,,
VIRSorter_BP33_NODE_5_length_18448_cov_6_639330,23,VIRSorter_BP33_NODE_5_length_18448_cov_6_639330,23,2,3,gene_5-gene_23:14.38466630445448,,11.59412945947272,,,
VIRSorter_BP33_NODE_61_length_2438_cov_1_296504,5,VIRSorter_BP33_NODE_61_length_2438_cov_1_296504,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BP33_NODE_6_length_13276_cov_4_973090,29,VIRSorter_BP33_NODE_6_length_13276_cov_4_973090,29,2,,gene_9-gene_28:4.68936997502440,,gene_1-gene_28:10.73717227557234,,,
VIRSorter_BP33_NODE_75_length_2173_cov_1_061891,5,VIRSorter_BP33_NODE_75_length_2173_cov_1_061891,5,2,,4.89978669086390,,2.95985190403101,,,
VIRSorter_BP33_NODE_77_length_2115_cov_1_992979,5,VIRSorter_BP33_NODE_77_length_2115_cov_1_992979,5,2,,4.89978669086390,,2.95985190403101,,,
VIRSorter_BP33_NODE_7_length_11504_cov_3_213125,19,VIRSorter_BP33_NODE_7_length_11504_cov_3_213125,19,2,,9.55000819513429,,4.02625013121921,,,
VIRSorter_BP33_NODE_84_length_2048_cov_1_411002,4,VIRSorter_BP33_NODE_84_length_2048_cov_1_411002,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BP33_NODE_89_length_1973_cov_0_816415,4,VIRSorter_BP33_NODE_89_length_1973_cov_0_816415,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BP33_NODE_8_length_9270_cov_1_144934,14,VIRSorter_BP33_NODE_8_length_9270_cov_1_144934,14,2,,gene_1-gene_11:2.24234219177334,,4.20229782667536,,,
VIRSorter_BP33_NODE_9_length_8845_cov_2_462288,7,VIRSorter_BP33_NODE_9_length_8845_cov_2_462288,7,2,,2.48930326819235,,4.14379266564342,,,
VIRSorter_BP34_NODE_4_length_5102_cov_4_094359,11,VIRSorter_BP34_NODE_4_length_5102_cov_4_094359,11,2,,gene_2-gene_11:3.24325084116262,,,,,
VIRSorter_BP35_NODE_101_length_1345_cov_0_883170,4,VIRSorter_BP35_NODE_101_length_1345_cov_0_883170,4,2,1,,,2.36788152322481,,,
VIRSorter_BP35_NODE_17_length_3472_cov_2_980006,5,VIRSorter_BP35_NODE_17_length_3472_cov_2_980006,5,2,,3.25885887592900,,,,,
VIRSorter_BP35_NODE_1_length_10513_cov_4_059950,17,VIRSorter_BP35_NODE_1_length_10513_cov_4_059950,17,2,1,,,8.50719397293815,gene_3-gene_16:3.82208658496376,,
VIRSorter_BP35_NODE_2_length_10276_cov_7_161595,14,VIRSorter_BP35_NODE_2_length_10276_cov_7_161595,14,2,,gene_5-gene_14:3.72943284779309,,4.20229782667536,,,
VIRSorter_BP35_NODE_34_length_2456_cov_2_029550,4,VIRSorter_BP35_NODE_34_length_2456_cov_2_029550,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BP35_NODE_6_length_6339_cov_5_192666,8,VIRSorter_BP35_NODE_6_length_6339_cov_5_192666,8,2,,4.51418875484781,,4.73576304644962,,,
VIRSorter_BP3_NODE_11_length_5694_cov_3_924816,5,VIRSorter_BP3_NODE_11_length_5694_cov_3_924816,5,2,,4.89978669086390,,2.95985190403101,,,
VIRSorter_BP3_NODE_20_length_3931_cov_2_478478,8,VIRSorter_BP3_NODE_20_length_3931_cov_2_478478,8,2,,2.22581054573474,,4.73576304644962,,,
VIRSorter_BP3_NODE_24_length_3434_cov_4_547540,8,VIRSorter_BP3_NODE_24_length_3434_cov_4_547540,8,2,,3.27022832213243,,4.73576304644962,,,
VIRSorter_BP3_NODE_31_length_2944_cov_0_838115,5,VIRSorter_BP3_NODE_31_length_2944_cov_0_838115,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BP3_NODE_38_length_2702_cov_1_339791,3,VIRSorter_BP3_NODE_38_length_2702_cov_1_339791,3,2,,2.93987201451834,,,,,
VIRSorter_BP3_NODE_6_length_7258_cov_2_441782,14,VIRSorter_BP3_NODE_6_length_7258_cov_2_441782,14,2,,7.17372412839745,,7.11149407223115,,,
VIRSorter_BP3_NODE_80_length_1548_cov_3_035739,4,VIRSorter_BP3_NODE_80_length_1548_cov_3_035739,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BP41_NODE_101_length_1244_cov_0_388246,3,VIRSorter_BP41_NODE_101_length_1244_cov_0_388246,3,2,,2.93987201451834,,,,,
VIRSorter_BP41_NODE_11_length_7469_cov_1_560833,12,VIRSorter_BP41_NODE_11_length_7469_cov_1_560833,12,2,1,,,6.32549331929078,,,
VIRSorter_BP41_NODE_1_length_49648_cov_4_244654,51,VIRSorter_BP41_NODE_1_length_49648_cov_4_244654,51,2,2,,,25.06069746739798,gene_9-gene_51:11.71667251438221,,
VIRSorter_BP41_NODE_24_length_4147_cov_1_379285,5,VIRSorter_BP41_NODE_24_length_4147_cov_1_379285,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BP41_NODE_35_length_2333_cov_0_440778,7,VIRSorter_BP41_NODE_35_length_2333_cov_0_440778,7,2,1,,,4.14379266564342,2.81425248153116,,
VIRSorter_BP41_NODE_46_length_1930_cov_0_553897,4,VIRSorter_BP41_NODE_46_length_1930_cov_0_553897,4,2,1,,,2.36788152322481,,,
VIRSorter_BP43_NODE_10_length_3827_cov_6_260389,10,VIRSorter_BP43_NODE_10_length_3827_cov_6_260389,10,2,,2.69551767173730,,5.91970380806202,,,
VIRSorter_BP43_NODE_110_length_982_cov_0_461092,3,VIRSorter_BP43_NODE_110_length_982_cov_0_461092,3,2,,2.93987201451834,,,,,
VIRSorter_BP43_NODE_11_length_3778_cov_2_006016,5,VIRSorter_BP43_NODE_11_length_3778_cov_2_006016,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BP43_NODE_17_length_2746_cov_8_457143,5,VIRSorter_BP43_NODE_17_length_2746_cov_8_457143,5,2,,4.89978669086390,,2.95985190403101,,,
VIRSorter_BP43_NODE_19_length_2442_cov_0_986644,6,VIRSorter_BP43_NODE_19_length_2442_cov_0_986644,6,2,,2.81958587565650,,,,,
VIRSorter_BP43_NODE_1_length_23639_cov_6_635641,26,VIRSorter_BP43_NODE_1_length_23639_cov_6_635641,26,2,2,gene_2-gene_26:12.91714463558424,,9.75548440053164,,,
VIRSorter_BP43_NODE_23_length_2378_cov_1_819672,4,VIRSorter_BP43_NODE_23_length_2378_cov_1_819672,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BP43_NODE_2_length_7844_cov_6_192024,18,VIRSorter_BP43_NODE_2_length_7844_cov_6_192024,18,2,,7.37523730155308,,9.00225434073630,,,
VIRSorter_BP43_NODE_31_length_2005_cov_1_496285,5,VIRSorter_BP43_NODE_31_length_2005_cov_1_496285,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BP44_NODE_5_length_3908_cov_0_687087,8,VIRSorter_BP44_NODE_5_length_3908_cov_0_687087,8,2,1,,,4.73576304644962,,,
VIRSorter_BP45_NODE_15_length_3626_cov_0_735235,7,VIRSorter_BP45_NODE_15_length_3626_cov_0_735235,7,2,,3.65676864270504,,4.14379266564342,,,
VIRSorter_BP45_NODE_21_length_2706_cov_0_548162,4,VIRSorter_BP45_NODE_21_length_2706_cov_0_548162,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BP45_NODE_33_length_1791_cov_0_773054,3,VIRSorter_BP45_NODE_33_length_1791_cov_0_773054,3,2,,2.93987201451834,,,,,
VIRSorter_BP45_NODE_40_length_1636_cov_0_721452,5,VIRSorter_BP45_NODE_40_length_1636_cov_0_721452,5,2,,2.01071095767098,,,,,
VIRSorter_BP45_NODE_54_length_1336_cov_1_594239,4,VIRSorter_BP45_NODE_54_length_1336_cov_1_594239,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BP46_NODE_135_length_1501_cov_0_757971,4,VIRSorter_BP46_NODE_135_length_1501_cov_0_757971,4,2,1,,,2.36788152322481,,,
VIRSorter_BP46_NODE_140_length_1470_cov_0_857672,4,VIRSorter_BP46_NODE_140_length_1470_cov_0_857672,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BP46_NODE_14_length_4911_cov_2_442380,8,VIRSorter_BP46_NODE_14_length_4911_cov_2_442380,8,2,,5.99834991174870,,4.73576304644962,,,
VIRSorter_BP46_NODE_15_length_4608_cov_1_644083,7,VIRSorter_BP46_NODE_15_length_4608_cov_1_644083,7,2,1,,,4.14379266564342,,,
VIRSorter_BP46_NODE_16_length_4526_cov_0_819069,7,VIRSorter_BP46_NODE_16_length_4526_cov_0_819069,7,2,,2.48930326819235,,2.81425248153116,,,
VIRSorter_BP46_NODE_17_length_4271_cov_2_341928,8,VIRSorter_BP46_NODE_17_length_4271_cov_2_341928,8,2,,5.99834991174870,,4.73576304644962,,,
VIRSorter_BP46_NODE_1_length_39830_cov_6_667028,52,VIRSorter_BP46_NODE_1_length_39830_cov_6_667028,52,2,3,gene_1-gene_48:13.26020562365347,,25.62408723229544,,,
VIRSorter_BP46_NODE_22_length_3521_cov_0_960882,7,VIRSorter_BP46_NODE_22_length_3521_cov_0_960882,7,2,,3.65676864270504,,4.14379266564342,,,
VIRSorter_BP46_NODE_234_length_1111_cov_0_694949,4,VIRSorter_BP46_NODE_234_length_1111_cov_0_694949,4,2,1,,,2.36788152322481,,,
VIRSorter_BP46_NODE_25_length_3331_cov_1_619626,6,VIRSorter_BP46_NODE_25_length_3331_cov_1_619626,6,2,,2.81958587565650,,3.55182228483721,,,
VIRSorter_BP46_NODE_29_length_3047_cov_2_180109,5,VIRSorter_BP46_NODE_29_length_3047_cov_2_180109,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BP46_NODE_33_length_2810_cov_2_659725,5,VIRSorter_BP46_NODE_33_length_2810_cov_2_659725,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BP46_NODE_42_length_2568_cov_1_828361,5,VIRSorter_BP46_NODE_42_length_2568_cov_1_828361,5,2,,4.89978669086390,,2.95985190403101,,,
VIRSorter_BP46_NODE_46_length_2413_cov_0_876527,9,VIRSorter_BP46_NODE_46_length_2413_cov_0_876527,9,2,,2.00791555881789,,5.32773342725582,,,
VIRSorter_BP46_NODE_47_length_2373_cov_1_864121,4,VIRSorter_BP46_NODE_47_length_2373_cov_1_864121,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_BP46_NODE_4_length_7839_cov_1_018269,15,VIRSorter_BP46_NODE_4_length_7839_cov_1_018269,15,2,,gene_1-gene_14:7.02759609271922,,7.55733641735912,,,
VIRSorter_BP46_NODE_599_length_616_cov_0_202020,3,VIRSorter_BP46_NODE_599_length_616_cov_0_202020,3,2,,2.93987201451834,,,,,
VIRSorter_BP46_NODE_5_length_7786_cov_3_526810,12,VIRSorter_BP46_NODE_5_length_7786_cov_3_526810,12,2,,gene_1-gene_10:2.94222084549864,,gene_1-gene_10:3.66325416501049,,,
VIRSorter_BP46_NODE_72_length_2055_cov_0_770424,3,VIRSorter_BP46_NODE_72_length_2055_cov_0_770424,3,2,,2.93987201451834,,,,,
VIRSorter_BP46_NODE_76_length_2031_cov_0_501047,6,VIRSorter_BP46_NODE_76_length_2031_cov_0_501047,6,2,,5.87974402903668,,3.55182228483721,,,
VIRSorter_BP46_NODE_78_length_2008_cov_1_072602,5,VIRSorter_BP46_NODE_78_length_2008_cov_1_072602,5,2,1,,,2.95985190403101,,,
VIRSorter_BP46_NODE_84_length_1946_cov_2_669041,5,VIRSorter_BP46_NODE_84_length_1946_cov_2_669041,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BP46_NODE_9_length_5932_cov_1_514713,13,VIRSorter_BP46_NODE_9_length_5932_cov_1_514713,13,2,,7.97506137252959,,6.69561495048063,,,
VIRSorter_BP47_NODE_10_length_2006_cov_0_446154,4,VIRSorter_BP47_NODE_10_length_2006_cov_0_446154,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BP47_NODE_14_length_1700_cov_0_587080,4,VIRSorter_BP47_NODE_14_length_1700_cov_0_587080,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_BP48_NODE_11_length_4828_cov_1_932016,4,VIRSorter_BP48_NODE_11_length_4828_cov_1_932016,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_BP48_NODE_13_length_4731_cov_1_382863,5,VIRSorter_BP48_NODE_13_length_4731_cov_1_382863,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BP48_NODE_17_length_3629_cov_1_165051,7,VIRSorter_BP48_NODE_17_length_3629_cov_1_165051,7,2,,3.65676864270504,,4.14379266564342,,,
VIRSorter_BP48_NODE_1_length_11486_cov_2_240915,16,VIRSorter_BP48_NODE_1_length_11486_cov_2_240915,16,2,6,gene_1-gene_15:11.14082250939823,,8.02436806155702,,,
VIRSorter_BP48_NODE_6_length_5493_cov_2_112621,10,VIRSorter_BP48_NODE_6_length_5493_cov_2_112621,10,2,,4.90552410684877,,5.91970380806202,,,
VIRSorter_BP48_NODE_7_length_5489_cov_1_330663,14,VIRSorter_BP48_NODE_7_length_5489_cov_1_330663,14,2,,gene_1-gene_13:3.76558024855144,,7.11149407223115,,,
VIRSorter_BP49_NODE_115_length_1957_cov_0_443355,4,VIRSorter_BP49_NODE_115_length_1957_cov_0_443355,4,2,1,,,2.36788152322481,,,
VIRSorter_BP49_NODE_143_length_1712_cov_0_486486,3,VIRSorter_BP49_NODE_143_length_1712_cov_0_486486,3,2,,2.93987201451834,,,,,
VIRSorter_BP49_NODE_17_length_6293_cov_5_658296,11,VIRSorter_BP49_NODE_17_length_6293_cov_5_658296,11,2,,gene_1-gene_10:3.24325084116262,,4.51617632518270,,,
VIRSorter_BP49_NODE_18_length_5682_cov_0_944974,8,VIRSorter_BP49_NODE_18_length_5682_cov_0_944974,8,2,,3.27022832213243,,,,,
VIRSorter_BP49_NODE_1_length_65331_cov_17_543582-circular,79,VIRSorter_BP49_NODE_1_length_65331_cov_17_543582-circular,79,2,3,,,41.00720468443797,gene_10-gene_80:22.30940633706745,4.73516949947976,
VIRSorter_BP49_NODE_205_length_1315_cov_0_371859,4,VIRSorter_BP49_NODE_205_length_1315_cov_0_371859,4,2,1,,,2.36788152322481,,,
VIRSorter_BP49_NODE_20_length_5591_cov_0_722121,8,VIRSorter_BP49_NODE_20_length_5591_cov_0_722121,8,2,,4.51418875484781,,4.73576304644962,,,
VIRSorter_BP49_NODE_223_length_1271_cov_0_487826,4,VIRSorter_BP49_NODE_223_length_1271_cov_0_487826,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_BP49_NODE_227_length_1247_cov_0_542629,4,VIRSorter_BP49_NODE_227_length_1247_cov_0_542629,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_BP49_NODE_22_length_5096_cov_7_091457,8,VIRSorter_BP49_NODE_22_length_5096_cov_7_091457,8,2,,2.22581054573474,,3.35078025787009,,,
VIRSorter_BP49_NODE_28_length_4633_cov_1_210106,13,VIRSorter_BP49_NODE_28_length_4633_cov_1_210106,13,2,,2.87453924855806,,6.69561495048063,,,
VIRSorter_BP49_NODE_294_length_1039_cov_0_840959,4,VIRSorter_BP49_NODE_294_length_1039_cov_0_840959,4,2,1,,,2.36788152322481,,,
VIRSorter_BP49_NODE_2_length_32306_cov_7_451888,51,VIRSorter_BP49_NODE_2_length_32306_cov_7_451888,51,2,2,,,25.06069746739798,gene_6-gene_46:9.58979724853284,,
VIRSorter_BP49_NODE_3_length_32202_cov_5_285465,44,VIRSorter_BP49_NODE_3_length_32202_cov_5_285465,44,2,2,gene_3-gene_43:3.75995689218707,,23.24735620601932,gene_6-gene_35:6.36771721680966,,
VIRSorter_BP49_NODE_4_length_25564_cov_9_867154,32,VIRSorter_BP49_NODE_4_length_25564_cov_9_867154,32,2,4,gene_5-gene_32:5.26687788012031,,7.72926808589942,,,
VIRSorter_BP49_NODE_53_length_2982_cov_0_599091,4,VIRSorter_BP49_NODE_53_length_2982_cov_0_599091,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BP49_NODE_61_length_2679_cov_0_581314,3,VIRSorter_BP49_NODE_61_length_2679_cov_0_581314,3,2,,2.93987201451834,,,,,
VIRSorter_BP49_NODE_69_length_2545_cov_1_295792,7,VIRSorter_BP49_NODE_69_length_2545_cov_1_295792,7,2,,3.65676864270504,,4.14379266564342,,,
VIRSorter_BP49_NODE_6_length_13426_cov_7_108305,29,VIRSorter_BP49_NODE_6_length_13426_cov_7_108305,29,2,,gene_4-gene_27:3.53302482609483,,gene_3-gene_28:13.06901060622734,,,
VIRSorter_BP49_NODE_71_length_2515_cov_1_458647,5,VIRSorter_BP49_NODE_71_length_2515_cov_1_458647,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BP49_NODE_87_length_2223_cov_0_771170,5,VIRSorter_BP49_NODE_87_length_2223_cov_0_771170,5,2,1,,,2.95985190403101,,,
VIRSorter_BP49_NODE_8_length_10567_cov_3_319070,12,VIRSorter_BP49_NODE_8_length_10567_cov_3_319070,12,2,,gene_1-gene_11:3.72956470813182,,gene_1-gene_11:4.21514632951872,,,
VIRSorter_BP49_NODE_94_length_2136_cov_1_065509,7,VIRSorter_BP49_NODE_94_length_2136_cov_1_065509,7,2,,3.65676864270504,,4.14379266564342,,,
VIRSorter_BP50_NODE_101_length_1849_cov_0_717014,6,VIRSorter_BP50_NODE_101_length_1849_cov_0_717014,6,2,,5.87974402903668,,3.55182228483721,,,
VIRSorter_BP50_NODE_109_length_1785_cov_0_591346,3,VIRSorter_BP50_NODE_109_length_1785_cov_0_591346,3,2,,2.93987201451834,,,,,
VIRSorter_BP50_NODE_10_length_9997_cov_0_998684,27,VIRSorter_BP50_NODE_10_length_9997_cov_0_998684,27,2,2,gene_1-gene_20:8.50011182913414,,11.84972864602141,,,
VIRSorter_BP50_NODE_115_length_1761_cov_1_062805,6,VIRSorter_BP50_NODE_115_length_1761_cov_1_062805,6,2,,2.81958587565650,,3.55182228483721,,,
VIRSorter_BP50_NODE_11_length_7518_cov_2_367446,12,VIRSorter_BP50_NODE_11_length_7518_cov_2_367446,12,2,4,gene_2-gene_12:6.38703871319086,,4.77042658746288,,,
VIRSorter_BP50_NODE_12_length_7328_cov_1_342167,12,VIRSorter_BP50_NODE_12_length_7328_cov_1_342167,12,2,,gene_1-gene_11:2.64028220044538,,gene_3-gene_12:5.14155255767838,,,
VIRSorter_BP50_NODE_13_length_7229_cov_1_948368,12,VIRSorter_BP50_NODE_13_length_7229_cov_1_948368,12,2,,2.37964190148097,,6.32549331929078,,,
